id,type,amount,touristId,zone,timestamp
492,ENCLOSURE_FEE_VIP,75.0,6,Recinto VIP,2026-05-21T14:45:07.349605700
530,SOUVENIR,15.0,7,Recinto Central,2026-05-21T14:45:07.349605700
473,ENCLOSURE_FEE_BASIC,10.0,7,Recinto Básico,2026-05-21T14:45:07.350612400
531,SOUVENIR,15.0,8,Recinto Central,2026-05-21T14:45:07.350612400
468,ENCLOSURE_FEE_PREMIUM,30.0,8,Recinto Premium,2026-05-21T14:45:07.350612400
532,SOUVENIR,15.0,9,Recinto Central,2026-05-21T14:45:07.351825900
493,ENCLOSURE_FEE_VIP,75.0,9,Recinto VIP,2026-05-21T14:45:07.352822100
474,ENCLOSURE_FEE_BASIC,10.0,10,Recinto Básico,2026-05-21T14:45:07.352822100
469,ENCLOSURE_FEE_PREMIUM,30.0,11,Recinto Premium,2026-05-21T14:45:07.353829600
494,ENCLOSURE_FEE_VIP,75.0,12,Recinto VIP,2026-05-21T14:45:07.353829600
475,ENCLOSURE_FEE_BASIC,10.0,13,Recinto Básico,2026-05-21T14:45:07.353829600
533,SOUVENIR,15.0,14,Recinto Central,2026-05-21T14:45:07.354837300
495,ENCLOSURE_FEE_VIP,75.0,14,Recinto VIP,2026-05-21T14:45:07.354837300
534,SOUVENIR,15.0,15,Recinto Central,2026-05-21T14:45:07.355848300
470,ENCLOSURE_FEE_PREMIUM,30.0,15,Recinto Premium,2026-05-21T14:45:07.355848300
535,SOUVENIR,15.0,16,Recinto Central,2026-05-21T14:45:07.355848300
476,ENCLOSURE_FEE_BASIC,10.0,16,Recinto Básico,2026-05-21T14:45:07.355848300
536,SOUVENIR,15.0,17,Recinto Central,2026-05-21T14:45:07.357245400
496,ENCLOSURE_FEE_VIP,75.0,17,Recinto VIP,2026-05-21T14:45:07.357245400
537,SOUVENIR,15.0,18,Recinto Central,2026-05-21T14:45:07.357245400
471,ENCLOSURE_FEE_PREMIUM,30.0,18,Recinto Premium,2026-05-21T14:45:07.357245400
538,SOUVENIR,15.0,19,Recinto Central,2026-05-21T14:45:07.358463700
472,ENCLOSURE_FEE_PREMIUM,30.0,19,Recinto Premium,2026-05-21T14:45:07.358463700
497,ENCLOSURE_FEE_VIP,75.0,20,Recinto VIP,2026-05-21T14:45:07.359468900
498,ENCLOSURE_FEE_VIP,75.0,21,Recinto VIP,2026-05-21T14:45:07.359468900
477,ENCLOSURE_FEE_BASIC,10.0,22,Recinto Básico,2026-05-21T14:45:07.359468900
499,ENCLOSURE_FEE_VIP,75.0,23,Recinto VIP,2026-05-21T14:45:07.360846600
478,ENCLOSURE_FEE_BASIC,10.0,24,Recinto Básico,2026-05-21T14:45:07.361851
539,SOUVENIR,15.0,25,Recinto Central,2026-05-21T14:45:07.361851
479,ENCLOSURE_FEE_BASIC,10.0,25,Recinto Básico,2026-05-21T14:45:07.361851
480,ENCLOSURE_FEE_BASIC,10.0,26,Recinto Básico,2026-05-21T14:45:07.363186300
500,ENCLOSURE_FEE_VIP,75.0,27,Recinto VIP,2026-05-21T14:45:07.363186300
481,ENCLOSURE_FEE_BASIC,10.0,28,Recinto Básico,2026-05-21T14:45:07.363186300
540,SOUVENIR,15.0,29,Recinto Central,2026-05-21T14:45:07.364183900
501,ENCLOSURE_FEE_VIP,75.0,29,Recinto VIP,2026-05-21T14:45:07.364183900
502,ENCLOSURE_FEE_VIP,75.0,30,Recinto VIP,2026-05-21T14:45:07.364183900
503,ENCLOSURE_FEE_VIP,75.0,1,Recinto VIP,2026-05-21T14:45:07.365683
34,SPA_SERVICE,20.0,2,Baños y SPA,2026-05-21T14:45:07.365683
482,ENCLOSURE_FEE_BASIC,10.0,2,Recinto Básico,2026-05-21T14:45:07.366683
504,ENCLOSURE_FEE_VIP,75.0,3,Recinto VIP,2026-05-21T14:45:07.366683
541,SOUVENIR,15.0,4,Recinto Central,2026-05-21T14:45:07.367685600
35,SPA_SERVICE,20.0,4,Baños y SPA,2026-05-21T14:45:07.367685600
473,ENCLOSURE_FEE_PREMIUM,30.0,4,Recinto Premium,2026-05-21T14:45:07.368193200
483,ENCLOSURE_FEE_BASIC,10.0,5,Recinto Básico,2026-05-21T14:45:07.368700
542,SOUVENIR,15.0,6,Recinto Central,2026-05-21T14:45:07.368700
474,ENCLOSURE_FEE_PREMIUM,30.0,6,Recinto Premium,2026-05-21T14:45:07.368700
505,ENCLOSURE_FEE_VIP,75.0,7,Recinto VIP,2026-05-21T14:45:07.369711100
543,SOUVENIR,15.0,8,Recinto Central,2026-05-21T14:45:07.369711100
484,ENCLOSURE_FEE_BASIC,10.0,8,Recinto Básico,2026-05-21T14:45:07.370711400
544,SOUVENIR,15.0,9,Recinto Central,2026-05-21T14:45:07.370711400
506,ENCLOSURE_FEE_VIP,75.0,9,Recinto VIP,2026-05-21T14:45:07.370711400
507,ENCLOSURE_FEE_VIP,75.0,10,Recinto VIP,2026-05-21T14:45:07.371780500
545,SOUVENIR,15.0,11,Recinto Central,2026-05-21T14:45:07.371780500
485,ENCLOSURE_FEE_BASIC,10.0,11,Recinto Básico,2026-05-21T14:45:07.371780500
486,ENCLOSURE_FEE_BASIC,10.0,12,Recinto Básico,2026-05-21T14:45:07.371780500
508,ENCLOSURE_FEE_VIP,75.0,13,Recinto VIP,2026-05-21T14:45:07.373181400
475,ENCLOSURE_FEE_PREMIUM,30.0,14,Recinto Premium,2026-05-21T14:45:07.373181400
476,ENCLOSURE_FEE_PREMIUM,30.0,15,Recinto Premium,2026-05-21T14:45:07.373181400
546,SOUVENIR,15.0,16,Recinto Central,2026-05-21T14:45:07.374181
477,ENCLOSURE_FEE_PREMIUM,30.0,16,Recinto Premium,2026-05-21T14:45:07.374181
547,SOUVENIR,15.0,17,Recinto Central,2026-05-21T14:45:07.374181
509,ENCLOSURE_FEE_VIP,75.0,17,Recinto VIP,2026-05-21T14:45:07.375188600
510,ENCLOSURE_FEE_VIP,75.0,18,Recinto VIP,2026-05-21T14:45:07.375188600
548,SOUVENIR,15.0,19,Recinto Central,2026-05-21T14:45:07.375188600
511,ENCLOSURE_FEE_VIP,75.0,19,Recinto VIP,2026-05-21T14:45:07.376184500
512,ENCLOSURE_FEE_VIP,75.0,20,Recinto VIP,2026-05-21T14:45:07.376184500
549,SOUVENIR,15.0,21,Recinto Central,2026-05-21T14:45:07.376184500
487,ENCLOSURE_FEE_BASIC,10.0,21,Recinto Básico,2026-05-21T14:45:07.377188
550,SOUVENIR,15.0,22,Recinto Central,2026-05-21T14:45:07.377188
513,ENCLOSURE_FEE_VIP,75.0,22,Recinto VIP,2026-05-21T14:45:07.377188
478,ENCLOSURE_FEE_PREMIUM,30.0,23,Recinto Premium,2026-05-21T14:45:07.378185800
551,SOUVENIR,15.0,24,Recinto Central,2026-05-21T14:45:07.378185800
514,ENCLOSURE_FEE_VIP,75.0,24,Recinto VIP,2026-05-21T14:45:07.378185800
515,ENCLOSURE_FEE_VIP,75.0,25,Recinto VIP,2026-05-21T14:45:07.379180600
552,SOUVENIR,15.0,26,Recinto Central,2026-05-21T14:45:07.379180600
488,ENCLOSURE_FEE_BASIC,10.0,26,Recinto Básico,2026-05-21T14:45:07.379180600
479,ENCLOSURE_FEE_PREMIUM,30.0,27,Recinto Premium,2026-05-21T14:45:07.380181300
489,ENCLOSURE_FEE_BASIC,10.0,28,Recinto Básico,2026-05-21T14:45:07.380181300
490,ENCLOSURE_FEE_BASIC,10.0,29,Recinto Básico,2026-05-21T14:45:07.380181300
491,ENCLOSURE_FEE_BASIC,10.0,30,Recinto Básico,2026-05-21T14:45:07.381181800
553,SOUVENIR,15.0,1,Recinto Central,2026-05-21T14:45:07.382185800
480,ENCLOSURE_FEE_PREMIUM,30.0,1,Recinto Premium,2026-05-21T14:45:07.382185800
554,SOUVENIR,15.0,2,Recinto Central,2026-05-21T14:45:07.382185800
516,ENCLOSURE_FEE_VIP,75.0,2,Recinto VIP,2026-05-21T14:45:07.383178400
517,ENCLOSURE_FEE_VIP,75.0,3,Recinto VIP,2026-05-21T14:45:07.383178400
481,ENCLOSURE_FEE_PREMIUM,30.0,4,Recinto Premium,2026-05-21T14:45:07.384195400
482,ENCLOSURE_FEE_PREMIUM,30.0,5,Recinto Premium,2026-05-21T14:45:07.385195400
555,SOUVENIR,15.0,6,Recinto Central,2026-05-21T14:45:07.385195400
492,ENCLOSURE_FEE_BASIC,10.0,6,Recinto Básico,2026-05-21T14:45:07.386194700
518,ENCLOSURE_FEE_VIP,75.0,7,Recinto VIP,2026-05-21T14:45:07.387190300
556,SOUVENIR,15.0,8,Recinto Central,2026-05-21T14:45:07.387190300
493,ENCLOSURE_FEE_BASIC,10.0,8,Recinto Básico,2026-05-21T14:45:07.388196300
483,ENCLOSURE_FEE_PREMIUM,30.0,9,Recinto Premium,2026-05-21T14:45:07.388196300
557,SOUVENIR,15.0,10,Recinto Central,2026-05-21T14:45:07.388196300
484,ENCLOSURE_FEE_PREMIUM,30.0,10,Recinto Premium,2026-05-21T14:45:07.389191400
485,ENCLOSURE_FEE_PREMIUM,30.0,11,Recinto Premium,2026-05-21T14:45:07.389191400
519,ENCLOSURE_FEE_VIP,75.0,12,Recinto VIP,2026-05-21T14:45:07.389191400
494,ENCLOSURE_FEE_BASIC,10.0,13,Recinto Básico,2026-05-21T14:45:07.390193100
558,SOUVENIR,15.0,14,Recinto Central,2026-05-21T14:45:07.391189400
486,ENCLOSURE_FEE_PREMIUM,30.0,14,Recinto Premium,2026-05-21T14:45:07.391189400
487,ENCLOSURE_FEE_PREMIUM,30.0,15,Recinto Premium,2026-05-21T14:45:07.391189400
520,ENCLOSURE_FEE_VIP,75.0,16,Recinto VIP,2026-05-21T14:45:07.392195600
559,SOUVENIR,15.0,17,Recinto Central,2026-05-21T14:45:07.392195600
521,ENCLOSURE_FEE_VIP,75.0,17,Recinto VIP,2026-05-21T14:45:07.392195600
560,SOUVENIR,15.0,18,Recinto Central,2026-05-21T14:45:07.393196600
495,ENCLOSURE_FEE_BASIC,10.0,18,Recinto Básico,2026-05-21T14:45:07.393196600
496,ENCLOSURE_FEE_BASIC,10.0,19,Recinto Básico,2026-05-21T14:45:07.393196600
497,ENCLOSURE_FEE_BASIC,10.0,20,Recinto Básico,2026-05-21T14:45:07.394194900
488,ENCLOSURE_FEE_PREMIUM,30.0,21,Recinto Premium,2026-05-21T14:45:07.394194900
561,SOUVENIR,15.0,22,Recinto Central,2026-05-21T14:45:07.395191700
498,ENCLOSURE_FEE_BASIC,10.0,22,Recinto Básico,2026-05-21T14:45:07.395191700
522,ENCLOSURE_FEE_VIP,75.0,23,Recinto VIP,2026-05-21T14:45:07.396194900
499,ENCLOSURE_FEE_BASIC,10.0,24,Recinto Básico,2026-05-21T14:45:07.396194900
500,ENCLOSURE_FEE_BASIC,10.0,25,Recinto Básico,2026-05-21T14:45:07.396194900
562,SOUVENIR,15.0,26,Recinto Central,2026-05-21T14:45:07.397194
523,ENCLOSURE_FEE_VIP,75.0,26,Recinto VIP,2026-05-21T14:45:07.397194
489,ENCLOSURE_FEE_PREMIUM,30.0,27,Recinto Premium,2026-05-21T14:45:07.397194
501,ENCLOSURE_FEE_BASIC,10.0,28,Recinto Básico,2026-05-21T14:45:07.397194
563,SOUVENIR,15.0,29,Recinto Central,2026-05-21T14:45:07.398711200
524,ENCLOSURE_FEE_VIP,75.0,29,Recinto VIP,2026-05-21T14:45:07.398711200
525,ENCLOSURE_FEE_VIP,75.0,30,Recinto VIP,2026-05-21T14:45:07.398711200
564,SOUVENIR,15.0,1,Recinto Central,2026-05-21T14:45:07.399726400
526,ENCLOSURE_FEE_VIP,75.0,1,Recinto VIP,2026-05-21T14:45:07.400730300
565,SOUVENIR,15.0,2,Recinto Central,2026-05-21T14:45:07.401730100
502,ENCLOSURE_FEE_BASIC,10.0,2,Recinto Básico,2026-05-21T14:45:07.401730100
566,SOUVENIR,15.0,3,Recinto Central,2026-05-21T14:45:07.402729700
527,ENCLOSURE_FEE_VIP,75.0,3,Recinto VIP,2026-05-21T14:45:07.403731300
567,SOUVENIR,15.0,4,Recinto Central,2026-05-21T14:45:07.403731300
528,ENCLOSURE_FEE_VIP,75.0,4,Recinto VIP,2026-05-21T14:45:07.404725100
503,ENCLOSURE_FEE_BASIC,10.0,5,Recinto Básico,2026-05-21T14:45:07.404725100
568,SOUVENIR,15.0,6,Recinto Central,2026-05-21T14:45:07.405727700
490,ENCLOSURE_FEE_PREMIUM,30.0,6,Recinto Premium,2026-05-21T14:45:07.405727700
504,ENCLOSURE_FEE_BASIC,10.0,7,Recinto Básico,2026-05-21T14:45:07.406730900
491,ENCLOSURE_FEE_PREMIUM,30.0,8,Recinto Premium,2026-05-21T14:45:07.406730900
569,SOUVENIR,15.0,9,Recinto Central,2026-05-21T14:45:07.407731400
529,ENCLOSURE_FEE_VIP,75.0,9,Recinto VIP,2026-05-21T14:45:07.407731400
570,SOUVENIR,15.0,10,Recinto Central,2026-05-21T14:45:07.408728800
530,ENCLOSURE_FEE_VIP,75.0,10,Recinto VIP,2026-05-21T14:45:07.408728800
571,SOUVENIR,15.0,11,Recinto Central,2026-05-21T14:45:07.408728800
492,ENCLOSURE_FEE_PREMIUM,30.0,11,Recinto Premium,2026-05-21T14:45:07.409727300
572,SOUVENIR,15.0,12,Recinto Central,2026-05-21T14:45:07.409727300
493,ENCLOSURE_FEE_PREMIUM,30.0,12,Recinto Premium,2026-05-21T14:45:07.409727300
494,ENCLOSURE_FEE_PREMIUM,30.0,13,Recinto Premium,2026-05-21T14:45:07.410729700
573,SOUVENIR,15.0,14,Recinto Central,2026-05-21T14:45:07.410729700
531,ENCLOSURE_FEE_VIP,75.0,14,Recinto VIP,2026-05-21T14:45:07.410729700
574,SOUVENIR,15.0,15,Recinto Central,2026-05-21T14:45:07.411728500
532,ENCLOSURE_FEE_VIP,75.0,15,Recinto VIP,2026-05-21T14:45:07.411728500
575,SOUVENIR,15.0,16,Recinto Central,2026-05-21T14:45:07.412726400
495,ENCLOSURE_FEE_PREMIUM,30.0,16,Recinto Premium,2026-05-21T14:45:07.412726400
496,ENCLOSURE_FEE_PREMIUM,30.0,17,Recinto Premium,2026-05-21T14:45:07.413728800
505,ENCLOSURE_FEE_BASIC,10.0,18,Recinto Básico,2026-05-21T14:45:07.413728800
506,ENCLOSURE_FEE_BASIC,10.0,19,Recinto Básico,2026-05-21T14:45:07.413728800
533,ENCLOSURE_FEE_VIP,75.0,20,Recinto VIP,2026-05-21T14:45:07.414726600
534,ENCLOSURE_FEE_VIP,75.0,21,Recinto VIP,2026-05-21T14:45:07.414726600
576,SOUVENIR,15.0,22,Recinto Central,2026-05-21T14:45:07.414726600
507,ENCLOSURE_FEE_BASIC,10.0,22,Recinto Básico,2026-05-21T14:45:07.416240800
577,SOUVENIR,15.0,23,Recinto Central,2026-05-21T14:45:07.416240800
508,ENCLOSURE_FEE_BASIC,10.0,23,Recinto Básico,2026-05-21T14:45:07.416240800
535,ENCLOSURE_FEE_VIP,75.0,24,Recinto VIP,2026-05-21T14:45:07.417260500
578,SOUVENIR,15.0,25,Recinto Central,2026-05-21T14:45:07.417260500
497,ENCLOSURE_FEE_PREMIUM,30.0,25,Recinto Premium,2026-05-21T14:45:07.418258100
536,ENCLOSURE_FEE_VIP,75.0,26,Recinto VIP,2026-05-21T14:45:07.418258100
537,ENCLOSURE_FEE_VIP,75.0,27,Recinto VIP,2026-05-21T14:45:07.419256300
538,ENCLOSURE_FEE_VIP,75.0,28,Recinto VIP,2026-05-21T14:45:07.419256300
509,ENCLOSURE_FEE_BASIC,10.0,29,Recinto Básico,2026-05-21T14:45:07.420255900
539,ENCLOSURE_FEE_VIP,75.0,30,Recinto VIP,2026-05-21T14:45:07.420255900
498,ENCLOSURE_FEE_PREMIUM,30.0,1,Recinto Premium,2026-05-21T14:45:07.421259400
579,SOUVENIR,15.0,2,Recinto Central,2026-05-21T14:45:07.422251100
499,ENCLOSURE_FEE_PREMIUM,30.0,2,Recinto Premium,2026-05-21T14:45:07.422251100
580,SOUVENIR,15.0,3,Recinto Central,2026-05-21T14:45:07.423251200
540,ENCLOSURE_FEE_VIP,75.0,3,Recinto VIP,2026-05-21T14:45:07.423251200
510,ENCLOSURE_FEE_BASIC,10.0,4,Recinto Básico,2026-05-21T14:45:07.423251200
581,SOUVENIR,15.0,5,Recinto Central,2026-05-21T14:45:07.423251200
500,ENCLOSURE_FEE_PREMIUM,30.0,5,Recinto Premium,2026-05-21T14:45:07.424753900
582,SOUVENIR,15.0,6,Recinto Central,2026-05-21T14:45:07.424753900
541,ENCLOSURE_FEE_VIP,75.0,6,Recinto VIP,2026-05-21T14:45:07.424753900
501,ENCLOSURE_FEE_PREMIUM,30.0,7,Recinto Premium,2026-05-21T14:45:07.426092800
542,ENCLOSURE_FEE_VIP,75.0,8,Recinto VIP,2026-05-21T14:45:07.426092800
511,ENCLOSURE_FEE_BASIC,10.0,9,Recinto Básico,2026-05-21T14:45:07.427088700
502,ENCLOSURE_FEE_PREMIUM,30.0,10,Recinto Premium,2026-05-21T14:45:07.427088700
503,ENCLOSURE_FEE_PREMIUM,30.0,11,Recinto Premium,2026-05-21T14:45:07.427088700
583,SOUVENIR,15.0,12,Recinto Central,2026-05-21T14:45:07.428158700
543,ENCLOSURE_FEE_VIP,75.0,12,Recinto VIP,2026-05-21T14:45:07.428158700
512,ENCLOSURE_FEE_BASIC,10.0,13,Recinto Básico,2026-05-21T14:45:07.428158700
544,ENCLOSURE_FEE_VIP,75.0,14,Recinto VIP,2026-05-21T14:45:07.428158700
545,ENCLOSURE_FEE_VIP,75.0,15,Recinto VIP,2026-05-21T14:45:07.429269200
584,SOUVENIR,15.0,16,Recinto Central,2026-05-21T14:45:07.429269200
546,ENCLOSURE_FEE_VIP,75.0,16,Recinto VIP,2026-05-21T14:45:07.429269200
585,SOUVENIR,15.0,17,Recinto Central,2026-05-21T14:45:07.430289600
547,ENCLOSURE_FEE_VIP,75.0,17,Recinto VIP,2026-05-21T14:45:07.430289600
586,SOUVENIR,15.0,18,Recinto Central,2026-05-21T14:45:07.430289600
548,ENCLOSURE_FEE_VIP,75.0,18,Recinto VIP,2026-05-21T14:45:07.431657
513,ENCLOSURE_FEE_BASIC,10.0,19,Recinto Básico,2026-05-21T14:45:07.431657
549,ENCLOSURE_FEE_VIP,75.0,20,Recinto VIP,2026-05-21T14:45:07.431657
550,ENCLOSURE_FEE_VIP,75.0,21,Recinto VIP,2026-05-21T14:45:07.432959
587,SOUVENIR,15.0,22,Recinto Central,2026-05-21T14:45:07.432959
551,ENCLOSURE_FEE_VIP,75.0,22,Recinto VIP,2026-05-21T14:45:07.432959
552,ENCLOSURE_FEE_VIP,75.0,23,Recinto VIP,2026-05-21T14:45:07.434200900
504,ENCLOSURE_FEE_PREMIUM,30.0,24,Recinto Premium,2026-05-21T14:45:07.434200900
588,SOUVENIR,15.0,25,Recinto Central,2026-05-21T14:45:07.435420
553,ENCLOSURE_FEE_VIP,75.0,25,Recinto VIP,2026-05-21T14:45:07.435420
505,ENCLOSURE_FEE_PREMIUM,30.0,26,Recinto Premium,2026-05-21T14:45:07.436689600
514,ENCLOSURE_FEE_BASIC,10.0,27,Recinto Básico,2026-05-21T14:45:07.436689600
589,SOUVENIR,15.0,28,Recinto Central,2026-05-21T14:45:07.437839100
554,ENCLOSURE_FEE_VIP,75.0,28,Recinto VIP,2026-05-21T14:45:07.437839100
590,SOUVENIR,15.0,29,Recinto Central,2026-05-21T14:45:07.437839100
506,ENCLOSURE_FEE_PREMIUM,30.0,29,Recinto Premium,2026-05-21T14:45:07.437839100
507,ENCLOSURE_FEE_PREMIUM,30.0,30,Recinto Premium,2026-05-21T14:45:07.439147700
555,ENCLOSURE_FEE_VIP,75.0,1,Recinto VIP,2026-05-21T14:45:07.440156300
591,SOUVENIR,15.0,2,Recinto Central,2026-05-21T14:45:07.440156300
508,ENCLOSURE_FEE_PREMIUM,30.0,2,Recinto Premium,2026-05-21T14:45:07.441150300
509,ENCLOSURE_FEE_PREMIUM,30.0,3,Recinto Premium,2026-05-21T14:45:07.441150300
592,SOUVENIR,15.0,4,Recinto Central,2026-05-21T14:45:07.442151800
556,ENCLOSURE_FEE_VIP,75.0,4,Recinto VIP,2026-05-21T14:45:07.442151800
593,SOUVENIR,15.0,5,Recinto Central,2026-05-21T14:45:07.442151800
515,ENCLOSURE_FEE_BASIC,10.0,5,Recinto Básico,2026-05-21T14:45:07.443153100
594,SOUVENIR,15.0,6,Recinto Central,2026-05-21T14:45:07.443153100
557,ENCLOSURE_FEE_VIP,75.0,6,Recinto VIP,2026-05-21T14:45:07.444151300
558,ENCLOSURE_FEE_VIP,75.0,7,Recinto VIP,2026-05-21T14:45:07.444151300
595,SOUVENIR,15.0,8,Recinto Central,2026-05-21T14:45:07.445151400
36,SPA_SERVICE,20.0,8,Baños y SPA,2026-05-21T14:45:07.445151400
559,ENCLOSURE_FEE_VIP,75.0,8,Recinto VIP,2026-05-21T14:45:07.446153500
510,ENCLOSURE_FEE_PREMIUM,30.0,9,Recinto Premium,2026-05-21T14:45:07.446153500
511,ENCLOSURE_FEE_PREMIUM,30.0,10,Recinto Premium,2026-05-21T14:45:07.446153500
516,ENCLOSURE_FEE_BASIC,10.0,11,Recinto Básico,2026-05-21T14:45:07.447152600
517,ENCLOSURE_FEE_BASIC,10.0,12,Recinto Básico,2026-05-21T14:45:07.447152600
518,ENCLOSURE_FEE_BASIC,10.0,13,Recinto Básico,2026-05-21T14:45:07.448668
596,SOUVENIR,15.0,14,Recinto Central,2026-05-21T14:45:07.448668
560,ENCLOSURE_FEE_VIP,75.0,14,Recinto VIP,2026-05-21T14:45:07.449683300
597,SOUVENIR,15.0,15,Recinto Central,2026-05-21T14:45:07.449683300
519,ENCLOSURE_FEE_BASIC,10.0,15,Recinto Básico,2026-05-21T14:45:07.450684600
561,ENCLOSURE_FEE_VIP,75.0,16,Recinto VIP,2026-05-21T14:45:07.450684600
598,SOUVENIR,15.0,17,Recinto Central,2026-05-21T14:45:07.451684800
512,ENCLOSURE_FEE_PREMIUM,30.0,17,Recinto Premium,2026-05-21T14:45:07.451684800
520,ENCLOSURE_FEE_BASIC,10.0,18,Recinto Básico,2026-05-21T14:45:07.452694100
562,ENCLOSURE_FEE_VIP,75.0,19,Recinto VIP,2026-05-21T14:45:07.452694100
599,SOUVENIR,15.0,20,Recinto Central,2026-05-21T14:45:07.453715200
563,ENCLOSURE_FEE_VIP,75.0,20,Recinto VIP,2026-05-21T14:45:07.454712100
521,ENCLOSURE_FEE_BASIC,10.0,21,Recinto Básico,2026-05-21T14:45:07.454712100
564,ENCLOSURE_FEE_VIP,75.0,22,Recinto VIP,2026-05-21T14:45:07.454712100
600,SOUVENIR,15.0,23,Recinto Central,2026-05-21T14:45:07.455713300
565,ENCLOSURE_FEE_VIP,75.0,23,Recinto VIP,2026-05-21T14:45:07.455713300
601,SOUVENIR,15.0,24,Recinto Central,2026-05-21T14:45:07.456712900
513,ENCLOSURE_FEE_PREMIUM,30.0,24,Recinto Premium,2026-05-21T14:45:07.456712900
566,ENCLOSURE_FEE_VIP,75.0,25,Recinto VIP,2026-05-21T14:45:07.456712900
567,ENCLOSURE_FEE_VIP,75.0,26,Recinto VIP,2026-05-21T14:45:07.457712100
602,SOUVENIR,15.0,27,Recinto Central,2026-05-21T14:45:07.457712100
568,ENCLOSURE_FEE_VIP,75.0,27,Recinto VIP,2026-05-21T14:45:07.458707800
569,ENCLOSURE_FEE_VIP,75.0,28,Recinto VIP,2026-05-21T14:45:07.458707800
514,ENCLOSURE_FEE_PREMIUM,30.0,29,Recinto Premium,2026-05-21T14:45:07.458707800
522,ENCLOSURE_FEE_BASIC,10.0,30,Recinto Básico,2026-05-21T14:45:07.459713400
570,ENCLOSURE_FEE_VIP,75.0,1,Recinto VIP,2026-05-21T14:45:07.460719100
571,ENCLOSURE_FEE_VIP,75.0,2,Recinto VIP,2026-05-21T14:45:07.461846800
523,ENCLOSURE_FEE_BASIC,10.0,3,Recinto Básico,2026-05-21T14:45:07.461846800
524,ENCLOSURE_FEE_BASIC,10.0,4,Recinto Básico,2026-05-21T14:45:07.461846800
572,ENCLOSURE_FEE_VIP,75.0,5,Recinto VIP,2026-05-21T14:45:07.461846800
603,SOUVENIR,15.0,6,Recinto Central,2026-05-21T14:45:07.463360600
573,ENCLOSURE_FEE_VIP,75.0,6,Recinto VIP,2026-05-21T14:45:07.463360600
515,ENCLOSURE_FEE_PREMIUM,30.0,7,Recinto Premium,2026-05-21T14:45:07.464385200
574,ENCLOSURE_FEE_VIP,75.0,8,Recinto VIP,2026-05-21T14:45:07.464385200
516,ENCLOSURE_FEE_PREMIUM,30.0,9,Recinto Premium,2026-05-21T14:45:07.464385200
525,ENCLOSURE_FEE_BASIC,10.0,10,Recinto Básico,2026-05-21T14:45:07.464385200
604,SOUVENIR,15.0,11,Recinto Central,2026-05-21T14:45:07.465861600
517,ENCLOSURE_FEE_PREMIUM,30.0,11,Recinto Premium,2026-05-21T14:45:07.465861600
575,ENCLOSURE_FEE_VIP,75.0,12,Recinto VIP,2026-05-21T14:45:07.467270700
518,ENCLOSURE_FEE_PREMIUM,30.0,13,Recinto Premium,2026-05-21T14:45:07.467777700
605,SOUVENIR,15.0,14,Recinto Central,2026-05-21T14:45:07.467777700
526,ENCLOSURE_FEE_BASIC,10.0,14,Recinto Básico,2026-05-21T14:45:07.467777700
519,ENCLOSURE_FEE_PREMIUM,30.0,15,Recinto Premium,2026-05-21T14:45:07.468810100
606,SOUVENIR,15.0,16,Recinto Central,2026-05-21T14:45:07.469813800
520,ENCLOSURE_FEE_PREMIUM,30.0,16,Recinto Premium,2026-05-21T14:45:07.470820600
607,SOUVENIR,15.0,17,Recinto Central,2026-05-21T14:45:07.470820600
521,ENCLOSURE_FEE_PREMIUM,30.0,17,Recinto Premium,2026-05-21T14:45:07.470820600
576,ENCLOSURE_FEE_VIP,75.0,18,Recinto VIP,2026-05-21T14:45:07.471806400
608,SOUVENIR,15.0,19,Recinto Central,2026-05-21T14:45:07.471806400
577,ENCLOSURE_FEE_VIP,75.0,19,Recinto VIP,2026-05-21T14:45:07.471806400
527,ENCLOSURE_FEE_BASIC,10.0,20,Recinto Básico,2026-05-21T14:45:07.473233500
528,ENCLOSURE_FEE_BASIC,10.0,21,Recinto Básico,2026-05-21T14:45:07.473233500
529,ENCLOSURE_FEE_BASIC,10.0,22,Recinto Básico,2026-05-21T14:45:07.473233500
522,ENCLOSURE_FEE_PREMIUM,30.0,23,Recinto Premium,2026-05-21T14:45:07.474508900
609,SOUVENIR,15.0,24,Recinto Central,2026-05-21T14:45:07.474508900
530,ENCLOSURE_FEE_BASIC,10.0,24,Recinto Básico,2026-05-21T14:45:07.475514700
531,ENCLOSURE_FEE_BASIC,10.0,25,Recinto Básico,2026-05-21T14:45:07.475514700
578,ENCLOSURE_FEE_VIP,75.0,26,Recinto VIP,2026-05-21T14:45:07.476903900
610,SOUVENIR,15.0,27,Recinto Central,2026-05-21T14:45:07.476903900
579,ENCLOSURE_FEE_VIP,75.0,27,Recinto VIP,2026-05-21T14:45:07.477909700
580,ENCLOSURE_FEE_VIP,75.0,28,Recinto VIP,2026-05-21T14:45:07.477909700
523,ENCLOSURE_FEE_PREMIUM,30.0,29,Recinto Premium,2026-05-21T14:45:07.479223
581,ENCLOSURE_FEE_VIP,75.0,30,Recinto VIP,2026-05-21T14:45:07.479223
582,ENCLOSURE_FEE_VIP,75.0,1,Recinto VIP,2026-05-21T14:45:07.481225500
583,ENCLOSURE_FEE_VIP,75.0,2,Recinto VIP,2026-05-21T14:45:07.481225500
584,ENCLOSURE_FEE_VIP,75.0,3,Recinto VIP,2026-05-21T14:45:07.482220800
